temp,atemp,hum,windspeed,casual,registered,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,cnt
0.5,0.4848,0.88,0.1343,15,37,spring,2011,May,2,0,Saturday,0,Mist,52
0.7,0.6667,0.79,0.194,1,10,summer,2012,July,4,0,Saturday,0,Clear,11
0.4,0.4091,0.56,0.3582,7,4,spring,2011,April,1,0,Monday,1,Clear,11
0.28,0.2576,0.38,0.3284,3,40,spring,2011,March,22,0,Friday,1,Mist,43
0.34,0.3636,0.46,0.0,24,97,winter,2011,February,17,0,Sunday,0,Clear,121
0.42,0.4242,0.35,0.2836,33,350,fall,2012,November,16,0,Friday,1,Clear,383
0.6,0.5455,0.88,0.2537,121,222,summer,2012,July,14,0,Saturday,0,Mist,343
0.22,0.2273,0.44,0.1642,0,5,fall,2011,November,4,0,Friday,1,Clear,5
0.22,0.2727,0.8,0.0,3,115,winter,2011,February,9,0,Monday,1,Clear,118
0.32,0.303,0.53,0.2836,14,81,fall,2011,December,23,0,Friday,1,Clear,95
0.24,0.2576,0.75,0.0896,0,10,winter,2012,January,5,0,Saturday,0,Clear,10
0.74,0.6667,0.51,0.0896,55,124,summer,2011,July,9,0,Saturday,0,Clear,179
0.6,0.5758,0.78,0.1343,18,462,spring,2012,June,7,0,Tuesday,1,Mist,480
0.26,0.2273,0.87,0.2985,0,3,winter,2012,December,0,0,Thursday,1,Light Snow,3
0.76,0.6818,0.45,0.3582,129,302,summer,2011,August,13,0,Sunday,0,Clear,431
0.46,0.4545,0.82,0.2836,22,571,winter,2012,March,8,0,Tuesday,1,Clear,593
0.68,0.6364,0.69,0.0896,28,68,summer,2011,July,2,0,Sunday,0,Clear,96
0.48,0.4697,0.77,0.0,34,207,fall,2011,October,9,0,Friday,1,Clear,241
0.34,0.3182,0.46,0.2836,4,87,spring,2011,April,20,0,Tuesday,1,Clear,91
0.2,0.2576,0.69,0.0,0,5,fall,2012,November,2,0,Monday,1,Clear,5
0.38,0.3939,0.76,0.0,18,72,winter,2011,December,9,0,Saturday,0,Clear,90
0.36,0.3788,0.71,0.0,0,4,winter,2011,December,2,0,Wednesday,1,Mist,4
0.48,0.4697,0.77,0.1343,7,36,fall,2011,October,0,0,Wednesday,1,Clear,43
0.5,0.4848,0.39,0.2985,83,598,spring,2012,March,18,0,Thursday,1,Clear,681
0.44,0.4394,0.54,0.194,4,19,fall,2012,October,6,0,Sunday,0,Mist,23
0.36,0.3788,0.81,0.0,9,35,fall,2011,November,1,0,Sunday,0,Clear,44
0.8,0.7727,0.59,0.2239,82,432,spring,2012,June,19,0,Tuesday,1,Clear,514
0.6,0.5455,0.88,0.0,9,28,summer,2011,September,7,0,Sunday,0,Clear,37
0.3,0.2879,0.87,0.2537,1,61,winter,2012,January,10,0,Tuesday,1,Light Snow,62
0.38,0.3939,0.76,0.1343,26,81,spring,2012,April,8,0,Sunday,0,Clear,107
0.76,0.697,0.55,0.3881,37,146,summer,2011,August,9,0,Monday,1,Clear,183
0.22,0.2424,0.87,0.1045,1,51,winter,2012,January,23,0,Monday,1,Mist,52
0.22,0.2273,0.87,0.1343,1,4,winter,2012,February,6,0,Saturday,0,Clear,5
0.52,0.5,0.29,0.4627,30,268,winter,2012,February,16,0,Wednesday,1,Clear,298
0.3,0.3182,0.75,0.1045,8,22,fall,2012,November,1,0,Thursday,1,Clear,30
0.58,0.5455,0.37,0.1642,114,175,spring,2011,May,18,0,Saturday,0,Clear,289
0.56,0.5303,0.46,0.1045,32,129,fall,2011,November,14,0,Tuesday,1,Clear,161
0.36,0.3636,0.5,0.0896,2,55,winter,2012,February,23,0,Tuesday,1,Mist,57
0.68,0.6364,0.79,0.2537,8,19,summer,2012,August,1,0,Tuesday,1,Clear,27
0.74,0.6667,0.51,0.0,149,214,spring,2011,June,13,0,Sunday,0,Mist,363
0.7,0.6515,0.54,0.2985,80,441,spring,2011,April,17,0,Monday,1,Clear,521
0.26,0.2273,0.35,0.2985,23,95,winter,2011,January,13,0,Sunday,0,Clear,118
0.4,0.4091,0.43,0.194,20,62,winter,2011,March,12,0,Wednesday,1,Clear,82
0.3,0.2879,0.65,0.194,8,31,spring,2011,April,0,0,Sunday,0,Clear,39
0.46,0.4545,0.88,0.2239,5,39,spring,2011,May,0,0,Thursday,1,Mist,44
0.56,0.5303,0.49,0.2985,90,208,spring,2011,May,10,0,Saturday,0,Clear,298
0.4,0.4091,0.37,0.2985,77,266,winter,2012,January,13,0,Sunday,0,Clear,343
0.46,0.4545,0.94,0.194,4,127,winter,2011,February,18,0,Monday,1,Light Snow,131
0.36,0.3485,0.76,0.194,4,55,winter,2011,January,14,0,Sunday,0,Light Snow,59
0.32,0.3485,0.93,0.0,0,3,fall,2011,November,3,0,Monday,1,Clear,3
0.6,0.5909,0.73,0.1642,66,182,winter,2012,March,14,0,Tuesday,1,Mist,248
0.46,0.4545,0.88,0.1343,0,2,spring,2012,May,4,0,Monday,1,Mist,2
0.7,0.6515,0.7,0.2239,64,527,fall,2011,September,17,0,Wednesday,1,Clear,591
0.48,0.4697,0.48,0.1642,36,75,winter,2012,January,17,0,Sunday,0,Mist,111
0.28,0.2727,0.56,0.1642,7,30,winter,2011,March,8,0,Sunday,0,Clear,37
0.82,0.803,0.59,0.194,37,285,summer,2011,July,19,0,Thursday,1,Clear,322
0.2,0.1818,0.8,0.3881,7,99,winter,2012,January,17,0,Saturday,0,Mist,106
0.36,0.3333,0.46,0.2836,27,199,fall,2011,November,16,0,Wednesday,1,Clear,226
0.32,0.3485,0.87,0.0,20,452,fall,2011,November,8,0,Wednesday,1,Clear,472
0.54,0.5152,0.64,0.1642,39,233,fall,2012,December,13,0,Tuesday,1,Mist,272
0.32,0.2879,1.0,0.3582,0,23,winter,2011,March,18,0,Sunday,0,Light Snow,23
0.5,0.4848,0.72,0.2537,4,36,summer,2012,September,5,0,Monday,1,Clear,40
0.26,0.2273,0.93,0.3582,2,51,winter,2012,December,17,0,Wednesday,1,Light Snow,53
0.46,0.4545,0.28,0.2836,52,272,spring,2011,April,19,0,Thursday,1,Clear,324
0.3,0.3333,0.56,0.0,19,104,winter,2011,January,16,0,Sunday,0,Clear,123
0.44,0.4394,0.54,0.3881,25,228,fall,2011,October,19,0,Friday,1,Mist,253
0.4,0.4091,0.35,0.1045,54,191,fall,2011,October,17,0,Sunday,0,Clear,245
0.56,0.5303,0.88,0.0,26,640,spring,2012,May,8,0,Wednesday,1,Mist,666
0.34,0.3333,0.46,0.1343,5,58,winter,2011,March,21,0,Monday,1,Clear,63
0.14,0.1212,0.74,0.2537,5,101,winter,2011,February,9,0,Tuesday,1,Mist,106
0.22,0.2121,0.64,0.2537,4,421,winter,2012,January,8,0,Friday,1,Clear,425
0.46,0.4545,0.88,0.1045,13,118,fall,2012,October,23,0,Friday,1,Clear,131
0.36,0.3485,0.93,0.1642,1,20,winter,2012,March,3,0,Saturday,0,Mist,21
0.54,0.5152,0.77,0.0896,36,647,summer,2012,September,8,0,Monday,1,Clear,683
0.74,0.697,0.7,0.0,4,21,summer,2012,July,1,0,Tuesday,1,Clear,25
0.26,0.2727,0.48,0.1343,5,119,winter,2012,February,10,0,Friday,1,Mist,124
0.68,0.6364,0.47,0.194,32,97,summer,2011,June,23,0,Wednesday,1,Clear,129
0.3,0.3333,0.7,0.0,4,258,winter,2012,March,7,0,Friday,1,Clear,262
0.86,0.7576,0.36,0.2836,41,213,summer,2011,July,16,0,Tuesday,1,Clear,254
0.56,0.5303,0.78,0.2537,0,5,spring,2011,May,2,0,Tuesday,1,Mist,5
0.64,0.6061,0.73,0.2537,61,116,spring,2011,May,9,0,Saturday,0,Clear,177
0.24,0.2576,0.87,0.1045,4,163,winter,2012,February,18,0,Wednesday,1,Light Snow,167
0.72,0.6667,0.54,0.2836,171,427,summer,2012,September,18,0,Saturday,0,Clear,598
0.56,0.5303,0.88,0.1045,0,9,spring,2012,May,4,0,Saturday,0,Clear,9
0.52,0.5,0.48,0.4179,183,312,fall,2012,October,18,0,Saturday,0,Clear,495
0.56,0.5303,0.49,0.3582,48,198,spring,2011,May,12,0,Friday,1,Clear,246
0.52,0.5,0.42,0.1642,82,331,fall,2012,September,19,0,Sunday,0,Clear,413
0.62,0.6212,0.33,0.1642,80,444,fall,2012,October,16,0,Monday,1,Clear,524
0.26,0.2879,0.75,0.0896,0,29,winter,2012,February,5,0,Wednesday,1,Clear,29
0.9,0.8485,0.42,0.3582,37,111,summer,2011,July,15,0,Tuesday,1,Clear,148
0.14,0.1364,0.46,0.194,0,4,winter,2012,February,2,0,Monday,1,Clear,4
0.52,0.5,0.72,0.1642,14,23,summer,2011,September,0,0,Monday,1,Mist,37
0.36,0.3485,0.87,0.1343,0,4,spring,2012,April,4,0,Sunday,0,Mist,4
0.32,0.3333,0.57,0.1343,2,14,winter,2011,December,19,0,Sunday,0,Clear,16
0.76,0.6818,0.48,0.2537,69,355,spring,2011,June,19,0,Tuesday,1,Clear,424
0.18,0.197,0.55,0.1642,0,7,winter,2011,January,3,0,Saturday,0,Light Snow,7
0.42,0.4242,0.94,0.3881,1,21,spring,2011,April,10,0,Saturday,0,Light Snow,22
0.22,0.2273,0.64,0.194,1,40,fall,2012,November,5,0,Tuesday,1,Mist,41
0.38,0.3939,0.46,0.0,100,237,fall,2011,December,15,0,Saturday,0,Clear,337
0.6,0.5455,0.88,0.1045,1,3,spring,2012,May,3,0,Thursday,1,Mist,4
0.54,0.5152,0.41,0.3284,76,270,fall,2012,October,15,0,Tuesday,1,Clear,346
0.24,0.2424,0.7,0.1343,4,13,fall,2011,November,3,0,Saturday,0,Clear,17
0.62,0.5909,0.78,0.194,16,60,summer,2011,September,2,0,Sunday,0,Mist,76
0.62,0.5455,0.94,0.1343,14,122,fall,2011,September,22,0,Monday,1,Clear,136
0.66,0.5909,0.89,0.194,4,20,summer,2011,August,7,0,Sunday,0,Mist,24
0.56,0.5303,0.88,0.1045,5,121,spring,2012,May,6,0,Wednesday,1,Mist,126
0.72,0.6515,0.28,0.4627,88,229,summer,2012,June,15,0,Tuesday,1,Clear,317
0.5,0.4848,0.63,0.1642,123,209,spring,2011,May,13,0,Sunday,0,Mist,332
0.9,0.8182,0.37,0.5224,164,286,summer,2012,August,15,0,Sunday,0,Clear,450
0.46,0.4545,0.94,0.3881,0,3,winter,2012,December,3,0,Friday,1,Light Snow,3
0.54,0.5152,0.73,0.0896,1,10,fall,2012,October,2,0,Friday,1,Clear,11
0.72,0.6515,0.3,0.1045,356,316,spring,2012,May,15,0,Saturday,0,Clear,672
0.3,0.2879,1.0,0.2239,0,3,spring,2011,March,1,0,Thursday,1,Mist,3
0.5,0.4848,0.63,0.2985,6,22,fall,2012,October,5,0,Sunday,0,Mist,28
0.3,0.2576,0.36,0.6119,53,146,fall,2012,November,12,0,Saturday,0,Mist,199
0.9,0.7727,0.25,0.2836,58,216,summer,2011,August,16,0,Tuesday,1,Clear,274
0.38,0.3939,0.46,0.2985,21,183,fall,2012,November,10,0,Friday,1,Clear,204
0.68,0.6364,0.89,0.0896,2,15,summer,2011,August,0,0,Thursday,1,Mist,17
0.74,0.697,0.7,0.2537,35,335,summer,2012,July,17,0,Wednesday,1,Clear,370
0.3,0.2576,0.36,0.6567,49,120,winter,2012,December,13,0,Sunday,0,Clear,169
0.34,0.3636,0.36,0.0,1,2,winter,2011,February,5,1,Monday,0,Mist,3
0.62,0.6212,0.43,0.3582,37,119,fall,2011,October,14,0,Friday,1,Clear,156
0.46,0.4545,0.72,0.2836,35,71,winter,2011,January,14,0,Saturday,0,Mist,106
0.4,0.4091,0.87,0.1343,16,194,fall,2012,December,13,0,Monday,1,Mist,210
0.46,0.4545,0.38,0.2985,62,237,fall,2012,November,13,0,Friday,1,Clear,299
0.82,0.7727,0.52,0.1343,111,346,summer,2012,July,16,0,Monday,1,Clear,457
0.54,0.5152,0.64,0.194,63,143,fall,2011,October,14,0,Monday,1,Mist,206
0.58,0.5455,0.83,0.2537,36,98,spring,2011,May,9,0,Sunday,0,Clear,134
0.52,0.5,0.42,0.1642,25,111,spring,2012,May,0,0,Saturday,0,Clear,136
0.42,0.4242,0.77,0.0,2,4,spring,2012,April,2,0,Thursday,1,Mist,6
0.54,0.5152,0.39,0.3582,50,218,spring,2012,March,12,0,Wednesday,1,Mist,268
0.76,0.6818,0.45,0.3881,41,129,spring,2011,May,12,0,Tuesday,1,Clear,170
0.42,0.4242,0.0,0.2537,1,20,winter,2011,March,16,0,Thursday,1,Light Snow,21
0.72,0.697,0.79,0.0896,0,5,summer,2012,August,3,0,Monday,1,Light Snow,5
0.8,0.7424,0.49,0.8507,74,107,summer,2011,July,18,0,Sunday,0,Light Snow,181
0.82,0.7576,0.46,0.2537,78,733,summer,2012,August,18,0,Thursday,1,Mist,811
0.62,0.5909,0.73,0.2836,16,5,spring,2011,April,1,0,Tuesday,1,Clear,21
0.42,0.4242,0.88,0.1045,25,71,winter,2012,March,8,0,Sunday,0,Mist,96
0.46,0.4545,0.72,0.2836,7,49,spring,2012,April,2,0,Sunday,0,Clear,56
0.56,0.5303,0.22,0.1642,30,151,spring,2012,April,22,0,Wednesday,1,Clear,181
0.38,0.3939,0.71,0.0,1,4,fall,2012,October,2,0,Monday,1,Clear,5
0.68,0.6364,0.79,0.194,26,151,summer,2012,July,22,0,Tuesday,1,Clear,177
0.64,0.5909,0.78,0.1642,11,147,summer,2012,June,6,0,Monday,1,Clear,158
0.72,0.6818,0.62,0.1642,83,503,summer,2011,September,18,0,Wednesday,1,Clear,586
0.48,0.4697,0.63,0.0,1,42,spring,2012,April,0,0,Thursday,1,Mist,43
0.3,0.2879,0.61,0.2836,70,244,winter,2012,January,12,0,Saturday,0,Clear,314
0.66,0.5909,0.89,0.0896,31,92,summer,2011,September,18,1,Monday,0,Clear,123
0.34,0.303,0.46,0.4179,4,144,winter,2012,February,21,0,Thursday,1,Clear,148
0.56,0.5303,0.6,0.0896,24,146,winter,2012,March,22,0,Tuesday,1,Clear,170
0.32,0.3333,1.0,0.0896,0,4,spring,2011,April,3,0,Saturday,0,Light Snow,4
0.6,0.6212,0.56,0.3284,9,89,fall,2012,September,23,0,Tuesday,1,Clear,98
0.26,0.2273,0.56,0.2985,6,78,fall,2012,November,23,0,Tuesday,1,Clear,84
0.3,0.2727,0.81,0.3284,28,75,winter,2011,February,13,1,Monday,0,Light Snow,103
0.66,0.6212,0.61,0.1642,38,157,fall,2011,September,12,0,Thursday,1,Clear,195
0.62,0.6212,0.57,0.1045,196,350,spring,2012,June,11,0,Sunday,0,Clear,546
0.3,0.3182,0.52,0.1045,10,87,winter,2011,January,12,0,Sunday,0,Clear,97
0.22,0.2121,0.51,0.2985,13,646,fall,2012,December,8,0,Thursday,1,Clear,659
0.44,0.4394,0.62,0.4925,12,120,winter,2012,January,14,0,Tuesday,1,Clear,132
0.4,0.4091,0.94,0.1045,1,11,fall,2012,December,4,0,Sunday,0,Mist,12
0.94,0.9848,0.51,0.2985,32,101,summer,2011,July,15,0,Friday,1,Clear,133
0.56,0.5303,0.83,0.194,16,48,spring,2011,May,23,0,Monday,1,Mist,64
0.62,0.5758,0.83,0.0,0,6,summer,2012,August,4,0,Thursday,1,Clear,6
0.82,0.7424,0.41,0.0,236,216,summer,2011,July,16,1,Monday,0,Clear,452
0.64,0.6061,0.73,0.2537,46,269,spring,2012,May,16,0,Monday,1,Mist,315
0.76,0.6818,0.45,0.2239,234,241,summer,2011,July,17,0,Saturday,0,Clear,475
0.32,0.303,0.61,0.2239,17,308,spring,2011,April,8,0,Wednesday,1,Clear,325
0.26,0.2424,0.65,0.2537,22,105,fall,2011,December,11,0,Monday,1,Clear,127
0.62,0.5758,0.83,0.0,8,76,fall,2011,October,11,0,Thursday,1,Mist,84
0.3,0.3182,0.87,0.0896,1,17,fall,2011,November,5,0,Tuesday,1,Clear,18
0.36,0.3636,0.66,0.0896,6,26,spring,2012,April,3,0,Saturday,0,Clear,32
0.42,0.4242,0.77,0.194,46,442,spring,2012,April,17,0,Wednesday,1,Mist,488
0.68,0.6364,0.69,0.3881,73,107,spring,2011,May,11,0,Monday,1,Clear,180
0.32,0.3182,0.87,0.194,0,10,spring,2011,March,5,0,Wednesday,1,Light Snow,10
0.22,0.2273,0.75,0.1343,7,49,fall,2012,November,7,1,Thursday,0,Clear,56
0.54,0.5152,0.77,0.2239,9,5,spring,2012,June,1,0,Monday,1,Clear,14
0.76,0.7121,0.58,0.1045,18,71,summer,2011,July,23,0,Tuesday,1,Clear,89
0.68,0.6364,0.47,0.1642,117,184,spring,2011,May,19,0,Saturday,0,Clear,301
0.56,0.5303,0.94,0.194,5,14,spring,2012,May,2,0,Wednesday,1,Clear,19
0.58,0.5455,0.6,0.0,4,13,spring,2011,June,1,0,Thursday,1,Clear,17
0.58,0.5455,0.49,0.194,49,95,spring,2011,April,14,0,Monday,1,Mist,144
0.24,0.2576,0.6,0.1045,0,4,winter,2012,December,4,0,Friday,1,Mist,4
0.7,0.6515,0.54,0.1045,58,168,summer,2012,August,23,0,Thursday,1,Clear,226
0.14,0.1515,0.54,0.1642,8,227,winter,2011,February,8,0,Wednesday,1,Clear,235
0.26,0.2727,0.75,0.1045,2,7,winter,2012,January,5,0,Saturday,0,Clear,9
0.48,0.4697,0.55,0.4925,44,153,fall,2011,November,12,0,Friday,1,Mist,197
0.44,0.4394,0.88,0.2239,0,5,fall,2012,October,4,0,Thursday,1,Clear,5
0.42,0.4242,0.82,0.2239,0,5,fall,2011,November,2,0,Thursday,1,Mist,5
0.54,0.5152,0.68,0.2239,35,199,spring,2011,May,9,0,Friday,1,Clear,234
0.78,0.7424,0.62,0.2985,114,203,spring,2012,May,20,1,Monday,0,Clear,317
0.38,0.3939,0.62,0.2537,1,19,spring,2012,April,5,0,Monday,1,Clear,20
0.7,0.6515,0.54,0.194,107,301,summer,2012,September,13,0,Friday,1,Mist,408
0.62,0.6061,0.61,0.1343,6,8,summer,2011,June,5,0,Saturday,0,Clear,14
0.46,0.4545,1.0,0.2985,3,107,fall,2011,December,20,0,Tuesday,1,Light Snow,110
0.66,0.6061,0.83,0.2537,57,315,fall,2011,September,19,0,Wednesday,1,Light Snow,372
0.3,0.2879,0.49,0.2537,22,135,winter,2012,February,17,0,Sunday,0,Mist,157
0.62,0.5606,0.88,0.2239,5,5,spring,2011,June,5,0,Sunday,0,Clear,10
0.72,0.6515,0.37,0.194,132,426,spring,2012,June,16,0,Friday,1,Clear,558
0.46,0.4545,0.72,0.2239,15,29,summer,2011,September,7,0,Sunday,0,Clear,44
0.36,0.3333,0.5,0.2985,20,127,winter,2012,March,10,0,Wednesday,1,Clear,147
0.62,0.6061,0.61,0.1045,77,150,spring,2011,May,21,0,Saturday,0,Clear,227
0.42,0.4242,0.77,0.0896,9,9,spring,2011,May,3,0,Saturday,0,Clear,18
0.78,0.7576,0.66,0.1343,35,115,summer,2012,July,0,0,Saturday,0,Clear,150
0.26,0.2576,0.6,0.2239,3,174,winter,2012,January,7,0,Friday,1,Clear,177
0.6,0.5455,0.88,0.0,6,128,fall,2012,October,8,0,Tuesday,1,Light Snow,134
0.42,0.4242,0.88,0.0,0,5,fall,2011,October,2,0,Friday,1,Clear,5
0.22,0.2121,0.44,0.2836,1,96,winter,2012,January,10,0,Friday,1,Mist,97
0.26,0.2879,0.56,0.0896,21,85,winter,2011,January,12,0,Tuesday,1,Mist,106
0.72,0.6515,0.42,0.194,35,97,summer,2011,June,10,0,Thursday,1,Clear,132
0.32,0.303,0.29,0.2537,14,145,winter,2012,January,19,0,Sunday,0,Clear,159
0.54,0.5152,0.83,0.3881,15,349,summer,2011,September,8,0,Tuesday,1,Light Snow,364
0.54,0.5152,0.83,0.2985,13,71,fall,2012,October,7,0,Saturday,0,Clear,84
0.56,0.5303,0.64,0.2537,96,670,fall,2012,October,17,0,Monday,1,Clear,766
0.62,0.6212,0.35,0.3881,182,230,fall,2011,October,15,0,Sunday,0,Clear,412
0.42,0.4242,0.3,0.2836,118,245,fall,2011,November,13,0,Saturday,0,Clear,363
0.42,0.4242,0.94,0.2836,3,5,winter,2012,January,3,0,Friday,1,Mist,8
0.14,0.1212,0.59,0.2537,2,168,winter,2012,January,7,0,Tuesday,1,Clear,170
0.68,0.6364,0.69,0.1045,12,105,summer,2011,August,6,0,Tuesday,1,Clear,117
0.68,0.6364,0.65,0.1343,72,207,summer,2011,September,13,0,Friday,1,Mist,279
0.34,0.303,0.46,0.2985,24,38,winter,2011,December,9,1,Monday,0,Clear,62
0.88,0.7727,0.32,0.1343,131,231,summer,2012,June,17,0,Saturday,0,Clear,362
0.62,0.6212,0.53,0.0896,352,338,winter,2012,March,14,0,Saturday,0,Clear,690
0.54,0.5152,0.52,0.3582,85,385,spring,2011,May,18,0,Friday,1,Light Snow,470
0.7,0.6515,0.65,0.0896,17,59,spring,2011,June,1,0,Sunday,0,Mist,76
0.26,0.303,0.87,0.0,3,23,fall,2011,December,7,0,Sunday,0,Clear,26
0.5,0.4848,0.34,0.3284,104,291,spring,2012,April,16,0,Monday,1,Clear,395
0.6,0.5152,0.94,0.1343,12,59,fall,2011,September,23,0,Wednesday,1,Clear,71
0.64,0.5606,0.94,0.194,1,2,summer,2011,August,4,0,Sunday,0,Light Snow,3
0.62,0.6212,0.5,0.0896,251,214,fall,2011,October,14,0,Saturday,0,Clear,465
0.46,0.4545,0.63,0.2239,18,192,winter,2011,March,9,0,Friday,1,Clear,210
0.72,0.697,0.74,0.2239,97,163,summer,2011,August,10,0,Saturday,0,Mist,260
0.86,0.9242,0.67,0.2836,51,233,summer,2011,July,19,0,Thursday,1,Clear,284
0.34,0.303,0.31,0.2985,57,118,winter,2012,December,14,0,Sunday,0,Clear,175
0.42,0.4242,0.41,0.2239,148,260,spring,2012,April,15,0,Saturday,0,Clear,408
0.44,0.4394,0.33,0.0,77,142,spring,2012,April,10,0,Tuesday,1,Clear,219
0.66,0.6212,0.61,0.2537,88,277,fall,2012,October,14,0,Friday,1,Clear,365
0.44,0.4394,0.67,0.0,47,173,fall,2011,October,19,0,Saturday,0,Clear,220
0.72,0.6667,0.54,0.2537,103,357,summer,2012,August,16,0,Monday,1,Clear,460
0.56,0.5303,0.88,0.1045,27,326,spring,2011,April,8,0,Monday,1,Clear,353
0.54,0.5152,0.56,0.194,18,41,spring,2011,June,2,0,Saturday,0,Clear,59
0.56,0.5303,0.64,0.2836,138,318,fall,2012,October,18,0,Saturday,0,Mist,456
0.48,0.4697,0.77,0.0,153,339,spring,2012,March,16,0,Sunday,0,Clear,492
0.36,0.3485,0.4,0.2239,15,92,winter,2012,February,22,0,Friday,1,Clear,107
0.5,0.4848,0.72,0.1642,55,276,winter,2012,March,9,0,Monday,1,Clear,331
0.46,0.4545,0.77,0.2537,27,81,summer,2011,September,8,0,Saturday,0,Mist,108
0.62,0.5909,0.73,0.1642,67,433,fall,2012,October,19,0,Friday,1,Clear,500
0.4,0.4091,0.62,0.2836,101,341,fall,2012,November,12,0,Sunday,0,Clear,442
0.8,0.7121,0.36,0.0,103,168,summer,2011,July,10,0,Saturday,0,Clear,271
0.42,0.4242,0.94,0.0,6,16,fall,2011,October,6,0,Saturday,0,Clear,22
0.46,0.4545,0.88,0.1343,8,54,fall,2011,December,23,0,Monday,1,Mist,62
0.4,0.4091,0.4,0.194,75,253,winter,2012,January,14,0,Sunday,0,Clear,328
0.52,0.5,0.68,0.1045,34,130,winter,2012,March,10,0,Thursday,1,Clear,164
0.64,0.6061,0.73,0.1343,32,480,summer,2012,July,7,0,Thursday,1,Clear,512
0.36,0.3485,0.81,0.1343,3,8,fall,2011,November,1,0,Tuesday,1,Clear,11
0.74,0.6515,0.3,0.1642,127,214,spring,2011,June,18,0,Saturday,0,Mist,341
0.82,0.7273,0.38,0.2836,41,150,summer,2011,August,13,0,Wednesday,1,Clear,191
0.2,0.2576,0.8,0.0,1,1,fall,2011,December,2,0,Tuesday,1,Clear,2
0.74,0.6818,0.6,0.2239,127,177,summer,2011,July,10,0,Sunday,0,Clear,304
0.14,0.1212,0.5,0.2836,0,2,winter,2011,January,1,0,Thursday,1,Clear,2
0.64,0.5909,0.78,0.0,7,21,spring,2012,June,1,0,Wednesday,1,Clear,28
0.58,0.5455,0.64,0.0,148,288,spring,2012,June,10,0,Sunday,0,Clear,436
0.62,0.5455,0.94,0.1343,16,232,fall,2011,September,19,0,Friday,1,Clear,248
0.36,0.3333,0.34,0.3582,17,170,winter,2012,March,11,0,Friday,1,Mist,187
0.6,0.5455,0.88,0.1045,0,22,fall,2011,September,5,0,Thursday,1,Mist,22
0.72,0.6667,0.58,0.194,32,218,spring,2012,June,21,0,Monday,1,Mist,250
0.54,0.5152,0.83,0.3582,6,166,summer,2011,September,7,0,Tuesday,1,Mist,172
0.72,0.697,0.79,0.0,58,163,summer,2012,July,9,0,Sunday,0,Mist,221
0.4,0.4091,0.24,0.4925,33,202,fall,2012,November,12,0,Thursday,1,Clear,235
0.8,0.7273,0.46,0.2985,147,243,summer,2011,July,18,0,Sunday,0,Clear,390
0.28,0.2879,0.87,0.1045,1,28,fall,2012,November,5,0,Wednesday,1,Clear,29
0.7,0.6515,0.61,0.1045,56,492,spring,2011,May,17,0,Tuesday,1,Clear,548
0.62,0.6212,0.38,0.0,80,235,spring,2012,June,12,0,Wednesday,1,Clear,315
0.58,0.5455,0.64,0.1045,26,61,spring,2012,June,7,0,Saturday,0,Clear,87
0.34,0.2879,0.46,0.5224,8,81,spring,2011,April,21,0,Tuesday,1,Clear,89
0.7,0.6667,0.79,0.0896,13,30,summer,2011,July,10,0,Wednesday,1,Light Snow,43
0.42,0.4242,0.88,0.1642,110,257,spring,2012,March,13,0,Sunday,0,Mist,367
0.18,0.2121,0.47,0.1045,1,50,winter,2011,January,20,0,Friday,1,Clear,51
0.46,0.4545,0.63,0.3881,3,45,fall,2012,October,0,0,Tuesday,1,Clear,48
0.5,0.4848,0.59,0.3284,7,32,fall,2012,October,6,0,Sunday,0,Mist,39
0.66,0.6212,0.69,0.1045,3,9,summer,2012,August,4,0,Saturday,0,Mist,12
0.54,0.5152,0.77,0.194,75,589,spring,2012,April,18,0,Thursday,1,Mist,664
0.62,0.5455,0.94,0.0896,2,4,fall,2011,September,4,0,Monday,1,Mist,6
0.4,0.4091,0.37,0.2836,14,125,winter,2012,January,11,0,Tuesday,1,Clear,139
0.42,0.4242,0.67,0.0896,127,253,spring,2012,April,10,0,Sunday,0,Clear,380
0.7,0.6667,0.84,0.1343,37,96,summer,2012,July,8,0,Sunday,0,Mist,133
0.36,0.3788,0.71,0.0,28,298,fall,2012,November,9,0,Tuesday,1,Mist,326
0.76,0.6667,0.33,0.2985,42,138,summer,2011,July,15,0,Thursday,1,Clear,180
0.24,0.2576,0.6,0.0896,0,15,winter,2012,December,5,0,Friday,1,Mist,15
0.7,0.6667,0.74,0.5821,17,97,summer,2012,September,13,0,Tuesday,1,Mist,114
0.7,0.6515,0.58,0.0,38,103,summer,2012,June,8,0,Sunday,0,Clear,141
0.56,0.5303,0.49,0.4478,102,226,fall,2011,October,18,0,Sunday,0,Clear,328
0.42,0.4242,0.77,0.1045,1,6,fall,2012,October,4,0,Tuesday,1,Clear,7
0.28,0.3182,0.93,0.0,6,305,fall,2011,November,7,0,Monday,1,Mist,311
0.62,0.5606,0.88,0.1642,7,352,spring,2012,May,7,0,Friday,1,Mist,359
0.44,0.4394,0.88,0.0,2,24,winter,2012,March,3,0,Saturday,0,Mist,26
0.66,0.6212,0.39,0.2985,59,436,fall,2012,September,16,0,Tuesday,1,Clear,495
0.84,0.7273,0.32,0.1642,111,230,summer,2011,July,12,0,Saturday,0,Clear,341
0.62,0.6061,0.61,0.0,22,121,summer,2011,August,22,0,Tuesday,1,Clear,143
