temp,atemp,hum,windspeed,casual,registered,cnt,season,yr,mnth,hr,holiday,workingday,weathersit,weekday
0.6,0.6212,0.49,0.2239,22,643,665,spring,2012,June,8,0,1,Clear,Monday
0.36,0.3333,0.43,0.2537,24,203,227,fall,2012,November,19,0,0,Clear,Sunday
0.36,0.3485,0.76,0.2239,4,21,25,spring,2011,April,0,0,1,Mist,Friday
0.3,0.303,0.33,0.1642,5,87,92,winter,2011,March,20,0,1,Clear,Monday
0.2,0.1818,0.51,0.2985,2,20,22,winter,2012,February,7,0,0,Clear,Sunday
0.54,0.5152,0.94,0.3881,1,6,7,fall,2011,October,4,0,1,Light Snow,Wednesday
0.76,0.7273,0.66,0.0,3,7,10,summer,2012,June,4,0,1,Mist,Friday
0.72,0.6667,0.54,0.194,2,5,7,summer,2012,July,3,0,1,Clear,Thursday
0.66,0.6061,0.83,0.2537,46,158,204,summer,2011,July,21,0,1,Mist,Friday
0.16,0.1818,0.8,0.1045,1,63,64,fall,2011,December,6,0,1,Clear,Monday
0.8,0.7273,0.46,0.2239,101,744,845,summer,2012,August,17,0,1,Clear,Monday
0.46,0.4545,0.63,0.0896,22,75,97,winter,2012,February,23,0,1,Clear,Wednesday
0.58,0.5455,0.83,0.2537,10,26,36,spring,2012,May,0,0,1,Clear,Tuesday
0.58,0.5455,0.78,0.194,17,158,175,fall,2011,October,21,0,1,Mist,Tuesday
0.58,0.5455,0.83,0.194,8,27,35,spring,2012,May,0,0,1,Mist,Wednesday
0.24,0.2879,0.87,0.0,4,86,90,winter,2012,February,8,0,0,Clear,Saturday
0.64,0.5909,0.78,0.194,38,186,224,spring,2012,May,11,0,1,Clear,Tuesday
0.52,0.5,0.77,0.2836,18,409,427,fall,2012,December,19,0,1,Clear,Monday
0.28,0.2576,0.52,0.2985,12,130,142,fall,2011,November,9,0,0,Clear,Saturday
0.3,0.2879,0.65,0.2537,2,94,96,spring,2012,April,6,0,1,Clear,Thursday
0.24,0.2273,0.6,0.2239,20,168,188,fall,2011,December,11,0,0,Mist,Sunday
0.3,0.2879,0.39,0.2239,13,98,111,winter,2012,January,20,0,0,Clear,Sunday
0.44,0.4394,0.44,0.2836,10,214,224,spring,2012,March,21,0,1,Clear,Thursday
0.46,0.4545,0.47,0.2239,72,224,296,fall,2012,October,21,0,0,Clear,Saturday
0.6,0.5758,0.78,0.1642,3,162,165,summer,2012,August,6,0,1,Clear,Thursday
0.6,0.5455,0.88,0.0896,1,2,3,fall,2011,September,5,0,0,Clear,Sunday
0.32,0.303,0.87,0.2239,2,15,17,spring,2011,April,2,0,0,Mist,Saturday
0.46,0.4545,0.36,0.2239,27,171,198,winter,2012,January,13,0,1,Clear,Tuesday
0.84,0.8182,0.56,0.2239,55,428,483,summer,2011,July,18,0,1,Clear,Thursday
0.5,0.4848,0.88,0.1343,6,76,82,spring,2011,May,6,0,1,Light Snow,Friday
0.72,0.6818,0.66,0.0,5,9,14,summer,2011,August,1,0,1,Clear,Tuesday
0.2,0.1818,0.32,0.3582,25,163,188,winter,2012,January,14,0,0,Clear,Sunday
0.66,0.6212,0.74,0.1045,43,142,185,summer,2011,September,15,0,1,Mist,Wednesday
0.66,0.6212,0.44,0.194,151,429,580,spring,2012,April,16,0,1,Clear,Friday
0.32,0.3182,0.66,0.1642,38,555,593,spring,2012,March,8,0,1,Clear,Friday
0.82,0.7727,0.52,0.2239,63,454,517,spring,2011,June,17,0,1,Clear,Friday
0.8,0.7121,0.41,0.2537,56,220,276,summer,2012,July,15,0,1,Clear,Wednesday
0.22,0.2424,0.51,0.1045,2,19,21,fall,2012,November,7,0,0,Mist,Sunday
0.8,0.7424,0.52,0.0,100,206,306,summer,2012,August,15,0,1,Clear,Tuesday
0.24,0.2576,0.93,0.1045,6,20,26,winter,2012,December,18,0,1,Light Snow,Monday
0.62,0.5758,0.83,0.0,1,11,12,summer,2012,August,4,0,1,Clear,Monday
0.56,0.5303,0.88,0.3284,31,141,172,spring,2011,May,13,0,1,Mist,Tuesday
0.4,0.4091,0.4,0.1642,21,241,262,fall,2012,November,13,0,1,Mist,Friday
0.64,0.6061,0.65,0.2239,102,740,842,summer,2012,September,17,0,1,Mist,Monday
0.66,0.6212,0.54,0.0,65,241,306,fall,2012,October,13,0,1,Clear,Wednesday
0.46,0.4545,0.67,0.2985,25,284,309,spring,2011,April,17,0,1,Clear,Wednesday
0.6,0.6061,0.23,0.3284,43,255,298,spring,2012,April,21,0,1,Clear,Wednesday
0.56,0.5303,0.49,0.2985,28,125,153,fall,2011,October,19,0,0,Clear,Sunday
0.22,0.1818,0.93,0.4627,1,42,43,winter,2011,January,15,0,1,Light Snow,Wednesday
0.56,0.5303,0.83,0.3284,2,15,17,summer,2012,September,5,0,0,Clear,Saturday
0.28,0.3182,0.75,0.0,4,243,247,fall,2011,December,7,0,1,Clear,Wednesday
0.74,0.6818,0.55,0.1343,32,178,210,spring,2011,May,12,0,1,Clear,Wednesday
0.48,0.4697,0.48,0.4179,22,299,321,spring,2012,March,9,0,1,Clear,Thursday
0.3,0.2727,0.82,0.3284,13,219,232,spring,2012,April,17,0,1,Light Snow,Monday
0.32,0.3333,0.45,0.1343,19,98,117,fall,2011,December,15,0,1,Clear,Thursday
0.7,0.6364,0.32,0.1642,150,270,420,spring,2011,June,12,0,0,Clear,Saturday
0.26,0.2121,0.33,0.5224,14,140,154,winter,2012,January,13,0,1,Clear,Friday
0.18,0.1818,0.43,0.194,0,5,5,winter,2011,January,6,1,0,Mist,Monday
0.2,0.197,0.8,0.2537,10,66,76,winter,2012,January,13,0,0,Mist,Saturday
0.28,0.2879,0.61,0.1045,1,10,11,fall,2012,November,3,0,0,Clear,Sunday
0.3,0.2879,0.49,0.2239,1,5,6,fall,2012,November,2,0,1,Mist,Thursday
0.16,0.1364,0.47,0.3582,4,62,66,winter,2012,January,22,0,0,Clear,Saturday
0.48,0.4697,0.39,0.3284,149,155,304,winter,2011,March,15,0,0,Clear,Sunday
0.2,0.1667,0.4,0.4179,5,119,124,winter,2012,January,21,0,1,Clear,Wednesday
0.54,0.5152,0.88,0.3582,1,20,21,summer,2011,September,5,0,1,Light Snow,Tuesday
0.62,0.6212,0.53,0.2985,91,189,280,spring,2012,June,22,0,0,Clear,Saturday
0.32,0.303,0.33,0.2836,12,530,542,fall,2012,November,18,0,1,Clear,Wednesday
0.6,0.5758,0.78,0.0,2,0,2,summer,2011,September,2,0,1,Clear,Tuesday
0.32,0.3182,0.49,0.194,5,143,148,winter,2012,March,21,0,1,Clear,Tuesday
0.44,0.4394,0.0,0.5821,5,51,56,winter,2011,March,19,0,1,Light Snow,Thursday
0.42,0.4242,0.77,0.194,26,246,272,winter,2011,February,8,0,1,Mist,Friday
0.56,0.5303,0.56,0.2239,79,189,268,fall,2012,October,11,0,1,Mist,Thursday
0.68,0.6364,0.79,0.0,25,159,184,fall,2011,September,12,0,1,Mist,Wednesday
0.3,0.3182,0.7,0.0896,40,260,300,winter,2012,February,12,0,0,Mist,Saturday
0.12,0.1061,0.39,0.3582,2,35,37,winter,2011,January,21,0,0,Clear,Saturday
0.7,0.6515,0.58,0.1343,40,141,181,summer,2012,August,22,0,0,Clear,Sunday
0.8,0.7273,0.43,0.2836,43,102,145,summer,2011,June,10,0,1,Clear,Friday
0.5,0.4848,0.88,0.194,1,24,25,spring,2011,May,5,0,1,Mist,Friday
0.72,0.6515,0.42,0.2239,84,185,269,summer,2011,July,20,0,1,Clear,Friday
0.72,0.6667,0.51,0.2836,70,368,438,spring,2012,June,16,0,1,Clear,Thursday
0.5,0.4848,0.88,0.1343,15,37,52,spring,2011,May,2,0,0,Mist,Saturday
0.7,0.6667,0.79,0.194,1,10,11,summer,2012,July,4,0,0,Clear,Saturday
0.4,0.4091,0.56,0.3582,7,4,11,spring,2011,April,1,0,1,Clear,Monday
0.28,0.2576,0.38,0.3284,3,40,43,spring,2011,March,22,0,1,Mist,Friday
0.34,0.3636,0.46,0.0,24,97,121,winter,2011,February,17,0,0,Clear,Sunday
0.42,0.4242,0.35,0.2836,33,350,383,fall,2012,November,16,0,1,Clear,Friday
0.6,0.5455,0.88,0.2537,121,222,343,summer,2012,July,14,0,0,Mist,Saturday
0.22,0.2273,0.44,0.1642,0,5,5,fall,2011,November,4,0,1,Clear,Friday
0.22,0.2727,0.8,0.0,3,115,118,winter,2011,February,9,0,1,Clear,Monday
0.32,0.303,0.53,0.2836,14,81,95,fall,2011,December,23,0,1,Clear,Friday
0.24,0.2576,0.75,0.0896,0,10,10,winter,2012,January,5,0,0,Clear,Saturday
0.74,0.6667,0.51,0.0896,55,124,179,summer,2011,July,9,0,0,Clear,Saturday
0.6,0.5758,0.78,0.1343,18,462,480,spring,2012,June,7,0,1,Mist,Tuesday
0.26,0.2273,0.87,0.2985,0,3,3,winter,2012,December,0,0,1,Light Snow,Thursday
0.76,0.6818,0.45,0.3582,129,302,431,summer,2011,August,13,0,0,Clear,Sunday
0.46,0.4545,0.82,0.2836,22,571,593,winter,2012,March,8,0,1,Clear,Tuesday
0.68,0.6364,0.69,0.0896,28,68,96,summer,2011,July,2,0,0,Clear,Sunday
0.48,0.4697,0.77,0.0,34,207,241,fall,2011,October,9,0,1,Clear,Friday
0.34,0.3182,0.46,0.2836,4,87,91,spring,2011,April,20,0,1,Clear,Tuesday
0.2,0.2576,0.69,0.0,0,5,5,fall,2012,November,2,0,1,Clear,Monday
0.38,0.3939,0.76,0.0,18,72,90,winter,2011,December,9,0,0,Clear,Saturday
0.36,0.3788,0.71,0.0,0,4,4,winter,2011,December,2,0,1,Mist,Wednesday
0.48,0.4697,0.77,0.1343,7,36,43,fall,2011,October,0,0,1,Clear,Wednesday
0.5,0.4848,0.39,0.2985,83,598,681,spring,2012,March,18,0,1,Clear,Thursday
0.44,0.4394,0.54,0.194,4,19,23,fall,2012,October,6,0,0,Mist,Sunday
0.36,0.3788,0.81,0.0,9,35,44,fall,2011,November,1,0,0,Clear,Sunday
0.8,0.7727,0.59,0.2239,82,432,514,spring,2012,June,19,0,1,Clear,Tuesday
0.6,0.5455,0.88,0.0,9,28,37,summer,2011,September,7,0,0,Clear,Sunday
0.3,0.2879,0.87,0.2537,1,61,62,winter,2012,January,10,0,1,Light Snow,Tuesday
0.38,0.3939,0.76,0.1343,26,81,107,spring,2012,April,8,0,0,Clear,Sunday
0.76,0.697,0.55,0.3881,37,146,183,summer,2011,August,9,0,1,Clear,Monday
0.22,0.2424,0.87,0.1045,1,51,52,winter,2012,January,23,0,1,Mist,Monday
0.22,0.2273,0.87,0.1343,1,4,5,winter,2012,February,6,0,0,Clear,Saturday
0.52,0.5,0.29,0.4627,30,268,298,winter,2012,February,16,0,1,Clear,Wednesday
0.3,0.3182,0.75,0.1045,8,22,30,fall,2012,November,1,0,1,Clear,Thursday
0.58,0.5455,0.37,0.1642,114,175,289,spring,2011,May,18,0,0,Clear,Saturday
0.56,0.5303,0.46,0.1045,32,129,161,fall,2011,November,14,0,1,Clear,Tuesday
0.36,0.3636,0.5,0.0896,2,55,57,winter,2012,February,23,0,1,Mist,Tuesday
0.68,0.6364,0.79,0.2537,8,19,27,summer,2012,August,1,0,1,Clear,Tuesday
0.74,0.6667,0.51,0.0,149,214,363,spring,2011,June,13,0,0,Mist,Sunday
0.7,0.6515,0.54,0.2985,80,441,521,spring,2011,April,17,0,1,Clear,Monday
0.26,0.2273,0.35,0.2985,23,95,118,winter,2011,January,13,0,0,Clear,Sunday
0.4,0.4091,0.43,0.194,20,62,82,winter,2011,March,12,0,1,Clear,Wednesday
0.3,0.2879,0.65,0.194,8,31,39,spring,2011,April,0,0,0,Clear,Sunday
0.46,0.4545,0.88,0.2239,5,39,44,spring,2011,May,0,0,1,Mist,Thursday
0.56,0.5303,0.49,0.2985,90,208,298,spring,2011,May,10,0,0,Clear,Saturday
0.4,0.4091,0.37,0.2985,77,266,343,winter,2012,January,13,0,0,Clear,Sunday
0.46,0.4545,0.94,0.194,4,127,131,winter,2011,February,18,0,1,Light Snow,Monday
0.36,0.3485,0.76,0.194,4,55,59,winter,2011,January,14,0,0,Light Snow,Sunday
0.32,0.3485,0.93,0.0,0,3,3,fall,2011,November,3,0,1,Clear,Monday
0.6,0.5909,0.73,0.1642,66,182,248,winter,2012,March,14,0,1,Mist,Tuesday
0.46,0.4545,0.88,0.1343,0,2,2,spring,2012,May,4,0,1,Mist,Monday
0.7,0.6515,0.7,0.2239,64,527,591,fall,2011,September,17,0,1,Clear,Wednesday
0.48,0.4697,0.48,0.1642,36,75,111,winter,2012,January,17,0,0,Mist,Sunday
0.28,0.2727,0.56,0.1642,7,30,37,winter,2011,March,8,0,0,Clear,Sunday
0.82,0.803,0.59,0.194,37,285,322,summer,2011,July,19,0,1,Clear,Thursday
0.2,0.1818,0.8,0.3881,7,99,106,winter,2012,January,17,0,0,Mist,Saturday
0.36,0.3333,0.46,0.2836,27,199,226,fall,2011,November,16,0,1,Clear,Wednesday
0.32,0.3485,0.87,0.0,20,452,472,fall,2011,November,8,0,1,Clear,Wednesday
0.54,0.5152,0.64,0.1642,39,233,272,fall,2012,December,13,0,1,Mist,Tuesday
0.32,0.2879,1.0,0.3582,0,23,23,winter,2011,March,18,0,0,Light Snow,Sunday
0.5,0.4848,0.72,0.2537,4,36,40,summer,2012,September,5,0,1,Clear,Monday
0.26,0.2273,0.93,0.3582,2,51,53,winter,2012,December,17,0,1,Light Snow,Wednesday
0.46,0.4545,0.28,0.2836,52,272,324,spring,2011,April,19,0,1,Clear,Thursday
0.3,0.3333,0.56,0.0,19,104,123,winter,2011,January,16,0,0,Clear,Sunday
0.44,0.4394,0.54,0.3881,25,228,253,fall,2011,October,19,0,1,Mist,Friday
0.4,0.4091,0.35,0.1045,54,191,245,fall,2011,October,17,0,0,Clear,Sunday
0.56,0.5303,0.88,0.0,26,640,666,spring,2012,May,8,0,1,Mist,Wednesday
0.34,0.3333,0.46,0.1343,5,58,63,winter,2011,March,21,0,1,Clear,Monday
0.14,0.1212,0.74,0.2537,5,101,106,winter,2011,February,9,0,1,Mist,Tuesday
0.22,0.2121,0.64,0.2537,4,421,425,winter,2012,January,8,0,1,Clear,Friday
0.46,0.4545,0.88,0.1045,13,118,131,fall,2012,October,23,0,1,Clear,Friday
0.36,0.3485,0.93,0.1642,1,20,21,winter,2012,March,3,0,0,Mist,Saturday
0.54,0.5152,0.77,0.0896,36,647,683,summer,2012,September,8,0,1,Clear,Monday
0.74,0.697,0.7,0.0,4,21,25,summer,2012,July,1,0,1,Clear,Tuesday
0.26,0.2727,0.48,0.1343,5,119,124,winter,2012,February,10,0,1,Mist,Friday
0.68,0.6364,0.47,0.194,32,97,129,summer,2011,June,23,0,1,Clear,Wednesday
0.3,0.3333,0.7,0.0,4,258,262,winter,2012,March,7,0,1,Clear,Friday
0.86,0.7576,0.36,0.2836,41,213,254,summer,2011,July,16,0,1,Clear,Tuesday
0.56,0.5303,0.78,0.2537,0,5,5,spring,2011,May,2,0,1,Mist,Tuesday
0.64,0.6061,0.73,0.2537,61,116,177,spring,2011,May,9,0,0,Clear,Saturday
0.24,0.2576,0.87,0.1045,4,163,167,winter,2012,February,18,0,1,Light Snow,Wednesday
0.72,0.6667,0.54,0.2836,171,427,598,summer,2012,September,18,0,0,Clear,Saturday
0.56,0.5303,0.88,0.1045,0,9,9,spring,2012,May,4,0,0,Clear,Saturday
0.52,0.5,0.48,0.4179,183,312,495,fall,2012,October,18,0,0,Clear,Saturday
0.56,0.5303,0.49,0.3582,48,198,246,spring,2011,May,12,0,1,Clear,Friday
0.52,0.5,0.42,0.1642,82,331,413,fall,2012,September,19,0,0,Clear,Sunday
0.62,0.6212,0.33,0.1642,80,444,524,fall,2012,October,16,0,1,Clear,Monday
0.26,0.2879,0.75,0.0896,0,29,29,winter,2012,February,5,0,1,Clear,Wednesday
0.9,0.8485,0.42,0.3582,37,111,148,summer,2011,July,15,0,1,Clear,Tuesday
0.14,0.1364,0.46,0.194,0,4,4,winter,2012,February,2,0,1,Clear,Monday
0.52,0.5,0.72,0.1642,14,23,37,summer,2011,September,0,0,1,Mist,Monday
0.36,0.3485,0.87,0.1343,0,4,4,spring,2012,April,4,0,0,Mist,Sunday
0.32,0.3333,0.57,0.1343,2,14,16,winter,2011,December,19,0,0,Clear,Sunday
0.76,0.6818,0.48,0.2537,69,355,424,spring,2011,June,19,0,1,Clear,Tuesday
0.18,0.197,0.55,0.1642,0,7,7,winter,2011,January,3,0,0,Light Snow,Saturday
0.42,0.4242,0.94,0.3881,1,21,22,spring,2011,April,10,0,0,Light Snow,Saturday
0.22,0.2273,0.64,0.194,1,40,41,fall,2012,November,5,0,1,Mist,Tuesday
0.38,0.3939,0.46,0.0,100,237,337,fall,2011,December,15,0,0,Clear,Saturday
0.6,0.5455,0.88,0.1045,1,3,4,spring,2012,May,3,0,1,Mist,Thursday
0.54,0.5152,0.41,0.3284,76,270,346,fall,2012,October,15,0,1,Clear,Tuesday
0.24,0.2424,0.7,0.1343,4,13,17,fall,2011,November,3,0,0,Clear,Saturday
0.62,0.5909,0.78,0.194,16,60,76,summer,2011,September,2,0,0,Mist,Sunday
0.62,0.5455,0.94,0.1343,14,122,136,fall,2011,September,22,0,1,Clear,Monday
0.66,0.5909,0.89,0.194,4,20,24,summer,2011,August,7,0,0,Mist,Sunday
0.56,0.5303,0.88,0.1045,5,121,126,spring,2012,May,6,0,1,Mist,Wednesday
0.72,0.6515,0.28,0.4627,88,229,317,summer,2012,June,15,0,1,Clear,Tuesday
0.5,0.4848,0.63,0.1642,123,209,332,spring,2011,May,13,0,0,Mist,Sunday
0.9,0.8182,0.37,0.5224,164,286,450,summer,2012,August,15,0,0,Clear,Sunday
0.46,0.4545,0.94,0.3881,0,3,3,winter,2012,December,3,0,1,Light Snow,Friday
0.54,0.5152,0.73,0.0896,1,10,11,fall,2012,October,2,0,1,Clear,Friday
0.72,0.6515,0.3,0.1045,356,316,672,spring,2012,May,15,0,0,Clear,Saturday
0.3,0.2879,1.0,0.2239,0,3,3,spring,2011,March,1,0,1,Mist,Thursday
0.5,0.4848,0.63,0.2985,6,22,28,fall,2012,October,5,0,0,Mist,Sunday
0.3,0.2576,0.36,0.6119,53,146,199,fall,2012,November,12,0,0,Mist,Saturday
0.9,0.7727,0.25,0.2836,58,216,274,summer,2011,August,16,0,1,Clear,Tuesday
0.38,0.3939,0.46,0.2985,21,183,204,fall,2012,November,10,0,1,Clear,Friday
0.68,0.6364,0.89,0.0896,2,15,17,summer,2011,August,0,0,1,Mist,Thursday
0.74,0.697,0.7,0.2537,35,335,370,summer,2012,July,17,0,1,Clear,Wednesday
0.3,0.2576,0.36,0.6567,49,120,169,winter,2012,December,13,0,0,Clear,Sunday
0.34,0.3636,0.36,0.0,1,2,3,winter,2011,February,5,1,0,Mist,Monday
0.62,0.6212,0.43,0.3582,37,119,156,fall,2011,October,14,0,1,Clear,Friday
0.46,0.4545,0.72,0.2836,35,71,106,winter,2011,January,14,0,0,Mist,Saturday
0.4,0.4091,0.87,0.1343,16,194,210,fall,2012,December,13,0,1,Mist,Monday
0.46,0.4545,0.38,0.2985,62,237,299,fall,2012,November,13,0,1,Clear,Friday
0.82,0.7727,0.52,0.1343,111,346,457,summer,2012,July,16,0,1,Clear,Monday
0.54,0.5152,0.64,0.194,63,143,206,fall,2011,October,14,0,1,Mist,Monday
0.58,0.5455,0.83,0.2537,36,98,134,spring,2011,May,9,0,0,Clear,Sunday
0.52,0.5,0.42,0.1642,25,111,136,spring,2012,May,0,0,0,Clear,Saturday
0.42,0.4242,0.77,0.0,2,4,6,spring,2012,April,2,0,1,Mist,Thursday
0.54,0.5152,0.39,0.3582,50,218,268,spring,2012,March,12,0,1,Mist,Wednesday
0.76,0.6818,0.45,0.3881,41,129,170,spring,2011,May,12,0,1,Clear,Tuesday
0.42,0.4242,0.0,0.2537,1,20,21,winter,2011,March,16,0,1,Light Snow,Thursday
0.72,0.697,0.79,0.0896,0,5,5,summer,2012,August,3,0,1,Light Snow,Monday
0.8,0.7424,0.49,0.8507,74,107,181,summer,2011,July,18,0,0,Light Snow,Sunday
0.82,0.7576,0.46,0.2537,78,733,811,summer,2012,August,18,0,1,Mist,Thursday
0.62,0.5909,0.73,0.2836,16,5,21,spring,2011,April,1,0,1,Clear,Tuesday
0.42,0.4242,0.88,0.1045,25,71,96,winter,2012,March,8,0,0,Mist,Sunday
0.46,0.4545,0.72,0.2836,7,49,56,spring,2012,April,2,0,0,Clear,Sunday
0.56,0.5303,0.22,0.1642,30,151,181,spring,2012,April,22,0,1,Clear,Wednesday
0.38,0.3939,0.71,0.0,1,4,5,fall,2012,October,2,0,1,Clear,Monday
0.68,0.6364,0.79,0.194,26,151,177,summer,2012,July,22,0,1,Clear,Tuesday
0.64,0.5909,0.78,0.1642,11,147,158,summer,2012,June,6,0,1,Clear,Monday
0.72,0.6818,0.62,0.1642,83,503,586,summer,2011,September,18,0,1,Clear,Wednesday
0.48,0.4697,0.63,0.0,1,42,43,spring,2012,April,0,0,1,Mist,Thursday
0.3,0.2879,0.61,0.2836,70,244,314,winter,2012,January,12,0,0,Clear,Saturday
0.66,0.5909,0.89,0.0896,31,92,123,summer,2011,September,18,1,0,Clear,Monday
0.34,0.303,0.46,0.4179,4,144,148,winter,2012,February,21,0,1,Clear,Thursday
0.56,0.5303,0.6,0.0896,24,146,170,winter,2012,March,22,0,1,Clear,Tuesday
0.32,0.3333,1.0,0.0896,0,4,4,spring,2011,April,3,0,0,Light Snow,Saturday
0.6,0.6212,0.56,0.3284,9,89,98,fall,2012,September,23,0,1,Clear,Tuesday
0.26,0.2273,0.56,0.2985,6,78,84,fall,2012,November,23,0,1,Clear,Tuesday
0.3,0.2727,0.81,0.3284,28,75,103,winter,2011,February,13,1,0,Light Snow,Monday
0.66,0.6212,0.61,0.1642,38,157,195,fall,2011,September,12,0,1,Clear,Thursday
0.62,0.6212,0.57,0.1045,196,350,546,spring,2012,June,11,0,0,Clear,Sunday
0.3,0.3182,0.52,0.1045,10,87,97,winter,2011,January,12,0,0,Clear,Sunday
0.22,0.2121,0.51,0.2985,13,646,659,fall,2012,December,8,0,1,Clear,Thursday
0.44,0.4394,0.62,0.4925,12,120,132,winter,2012,January,14,0,1,Clear,Tuesday
0.4,0.4091,0.94,0.1045,1,11,12,fall,2012,December,4,0,0,Mist,Sunday
0.94,0.9848,0.51,0.2985,32,101,133,summer,2011,July,15,0,1,Clear,Friday
0.56,0.5303,0.83,0.194,16,48,64,spring,2011,May,23,0,1,Mist,Monday
0.62,0.5758,0.83,0.0,0,6,6,summer,2012,August,4,0,1,Clear,Thursday
0.82,0.7424,0.41,0.0,236,216,452,summer,2011,July,16,1,0,Clear,Monday
0.64,0.6061,0.73,0.2537,46,269,315,spring,2012,May,16,0,1,Mist,Monday
0.76,0.6818,0.45,0.2239,234,241,475,summer,2011,July,17,0,0,Clear,Saturday
0.32,0.303,0.61,0.2239,17,308,325,spring,2011,April,8,0,1,Clear,Wednesday
0.26,0.2424,0.65,0.2537,22,105,127,fall,2011,December,11,0,1,Clear,Monday
0.62,0.5758,0.83,0.0,8,76,84,fall,2011,October,11,0,1,Mist,Thursday
0.3,0.3182,0.87,0.0896,1,17,18,fall,2011,November,5,0,1,Clear,Tuesday
0.36,0.3636,0.66,0.0896,6,26,32,spring,2012,April,3,0,0,Clear,Saturday
0.42,0.4242,0.77,0.194,46,442,488,spring,2012,April,17,0,1,Mist,Wednesday
0.68,0.6364,0.69,0.3881,73,107,180,spring,2011,May,11,0,1,Clear,Monday
0.32,0.3182,0.87,0.194,0,10,10,spring,2011,March,5,0,1,Light Snow,Wednesday
0.22,0.2273,0.75,0.1343,7,49,56,fall,2012,November,7,1,0,Clear,Thursday
0.54,0.5152,0.77,0.2239,9,5,14,spring,2012,June,1,0,1,Clear,Monday
0.76,0.7121,0.58,0.1045,18,71,89,summer,2011,July,23,0,1,Clear,Tuesday
0.68,0.6364,0.47,0.1642,117,184,301,spring,2011,May,19,0,0,Clear,Saturday
0.56,0.5303,0.94,0.194,5,14,19,spring,2012,May,2,0,1,Clear,Wednesday
0.58,0.5455,0.6,0.0,4,13,17,spring,2011,June,1,0,1,Clear,Thursday
0.58,0.5455,0.49,0.194,49,95,144,spring,2011,April,14,0,1,Mist,Monday
0.24,0.2576,0.6,0.1045,0,4,4,winter,2012,December,4,0,1,Mist,Friday
0.7,0.6515,0.54,0.1045,58,168,226,summer,2012,August,23,0,1,Clear,Thursday
0.14,0.1515,0.54,0.1642,8,227,235,winter,2011,February,8,0,1,Clear,Wednesday
0.26,0.2727,0.75,0.1045,2,7,9,winter,2012,January,5,0,0,Clear,Saturday
0.48,0.4697,0.55,0.4925,44,153,197,fall,2011,November,12,0,1,Mist,Friday
0.44,0.4394,0.88,0.2239,0,5,5,fall,2012,October,4,0,1,Clear,Thursday
0.42,0.4242,0.82,0.2239,0,5,5,fall,2011,November,2,0,1,Mist,Thursday
0.54,0.5152,0.68,0.2239,35,199,234,spring,2011,May,9,0,1,Clear,Friday
0.78,0.7424,0.62,0.2985,114,203,317,spring,2012,May,20,1,0,Clear,Monday
0.38,0.3939,0.62,0.2537,1,19,20,spring,2012,April,5,0,1,Clear,Monday
0.7,0.6515,0.54,0.194,107,301,408,summer,2012,September,13,0,1,Mist,Friday
0.62,0.6061,0.61,0.1343,6,8,14,summer,2011,June,5,0,0,Clear,Saturday
0.46,0.4545,1.0,0.2985,3,107,110,fall,2011,December,20,0,1,Light Snow,Tuesday
0.66,0.6061,0.83,0.2537,57,315,372,fall,2011,September,19,0,1,Light Snow,Wednesday
0.3,0.2879,0.49,0.2537,22,135,157,winter,2012,February,17,0,0,Mist,Sunday
0.62,0.5606,0.88,0.2239,5,5,10,spring,2011,June,5,0,0,Clear,Sunday
0.72,0.6515,0.37,0.194,132,426,558,spring,2012,June,16,0,1,Clear,Friday
0.46,0.4545,0.72,0.2239,15,29,44,summer,2011,September,7,0,0,Clear,Sunday
0.36,0.3333,0.5,0.2985,20,127,147,winter,2012,March,10,0,1,Clear,Wednesday
0.62,0.6061,0.61,0.1045,77,150,227,spring,2011,May,21,0,0,Clear,Saturday
0.42,0.4242,0.77,0.0896,9,9,18,spring,2011,May,3,0,0,Clear,Saturday
0.78,0.7576,0.66,0.1343,35,115,150,summer,2012,July,0,0,0,Clear,Saturday
0.26,0.2576,0.6,0.2239,3,174,177,winter,2012,January,7,0,1,Clear,Friday
0.6,0.5455,0.88,0.0,6,128,134,fall,2012,October,8,0,1,Light Snow,Tuesday
0.42,0.4242,0.88,0.0,0,5,5,fall,2011,October,2,0,1,Clear,Friday
0.22,0.2121,0.44,0.2836,1,96,97,winter,2012,January,10,0,1,Mist,Friday
0.26,0.2879,0.56,0.0896,21,85,106,winter,2011,January,12,0,1,Mist,Tuesday
0.72,0.6515,0.42,0.194,35,97,132,summer,2011,June,10,0,1,Clear,Thursday
0.32,0.303,0.29,0.2537,14,145,159,winter,2012,January,19,0,0,Clear,Sunday
0.54,0.5152,0.83,0.3881,15,349,364,summer,2011,September,8,0,1,Light Snow,Tuesday
0.54,0.5152,0.83,0.2985,13,71,84,fall,2012,October,7,0,0,Clear,Saturday
0.56,0.5303,0.64,0.2537,96,670,766,fall,2012,October,17,0,1,Clear,Monday
0.62,0.6212,0.35,0.3881,182,230,412,fall,2011,October,15,0,0,Clear,Sunday
0.42,0.4242,0.3,0.2836,118,245,363,fall,2011,November,13,0,0,Clear,Saturday
0.42,0.4242,0.94,0.2836,3,5,8,winter,2012,January,3,0,1,Mist,Friday
0.14,0.1212,0.59,0.2537,2,168,170,winter,2012,January,7,0,1,Clear,Tuesday
0.68,0.6364,0.69,0.1045,12,105,117,summer,2011,August,6,0,1,Clear,Tuesday
